SWKY01000001	196395033
SWKY01000002	168827982
SWKY01000003	135305655
SWKY01000004	122869687
SWKY01000005	99254364
SWKY01000006	95072813
SWKY01000007	94263231
SWKY01000008	82511891
SWKY01000009	65883261
SWKY01000010	63746563
SWKY01000011	62838808
SWKY01000012	58853413
SWKY01000013	55702539
SWKY01000014	52942089
SWKY01000015	51173165
SWKY01000016	45635565
SWKY01000017	39427437
SWKY01000018	39279557
SWKY01000019	27194535
SWKY01000020	24405320
SWKY01000021	21999845
SWKY01000022	21387314
SWKY01000023	15820435
SWKY01000024	14680195
SWKY01000025	12700773
SWKY01000026	11967382
SWKY01000027	11907018
SWKY01000028	10504575
SWKY01000029	10455035
SWKY01000030	10003331
SWKY01000031	8923808
SWKY01000032	8738692
SWKY01000033	8696722
SWKY01000034	8296403
SWKY01000035	8124246
SWKY01000036	7801424
SWKY01000037	7739647
SWKY01000038	7645035
SWKY01000039	7506809
SWKY01000040	7114296
SWKY01000041	7078098
SWKY01000042	6377459
SWKY01000043	6209708
SWKY01000044	6075262
SWKY01000045	6042954
SWKY01000046	6008651
SWKY01000047	5997344
SWKY01000048	5928163
SWKY01000049	5616786
SWKY01000050	5603677
SWKY01000051	5568893
SWKY01000052	5428130
SWKY01000053	4868804
SWKY01000054	4850854
SWKY01000055	4826477
SWKY01000056	4637188
SWKY01000057	4606087
SWKY01000058	4348337
SWKY01000059	4227317
SWKY01000060	4200746
SWKY01000061	4174402
SWKY01000062	4146873
SWKY01000063	3930166
SWKY01000064	3577923
SWKY01000065	3477067
SWKY01000066	3339550
SWKY01000067	3227163
SWKY01000068	3221218
SWKY01000069	3200224
SWKY01000070	3185669
SWKY01000071	3175919
SWKY01000072	3153875
SWKY01000073	3019991
SWKY01000074	2971402
SWKY01000075	2975545
SWKY01000076	2968055
SWKY01000077	2942708
SWKY01000078	2899469
SWKY01000079	2896148
SWKY01000080	2845810
SWKY01000081	2801117
SWKY01000082	2769659
SWKY01000083	2724479
SWKY01000084	2690114
SWKY01000085	2571678
SWKY01000086	2526366
SWKY01000087	2518487
SWKY01000088	2467431
SWKY01000089	2447996
SWKY01000090	2449271
SWKY01000091	2387001
SWKY01000092	2320687
SWKY01000093	2283308
SWKY01000094	2271055
SWKY01000095	2261337
SWKY01000096	2231875
SWKY01000097	2211683
SWKY01000098	2211548
SWKY01000099	2128327
SWKY01000100	2065833
SWKY01000101	2055714
SWKY01000102	2055431
SWKY01000103	2041625
SWKY01000104	2037091
SWKY01000105	2028424
SWKY01000106	1999954
SWKY01000107	1994842
SWKY01000108	1996057
SWKY01000109	1987054
SWKY01000110	1953083
SWKY01000111	1915568
SWKY01000112	1885767
SWKY01000113	1860291
SWKY01000114	1822519
SWKY01000115	1788341
SWKY01000116	1750781
SWKY01000117	1751134
SWKY01000118	1748916
SWKY01000119	1741690
SWKY01000120	1730878
SWKY01000121	1722526
SWKY01000122	1686854
SWKY01000123	1680322
SWKY01000124	1671975
SWKY01000125	1667058
SWKY01000126	1662125
SWKY01000127	1661051
SWKY01000128	1651968
SWKY01000129	1648611
SWKY01000130	1626041
SWKY01000131	1619651
SWKY01000132	1598722
SWKY01000133	1590555
SWKY01000134	1586220
SWKY01000135	1578587
SWKY01000136	1558531
SWKY01000137	1553520
SWKY01000138	1551456
SWKY01000139	1545703
SWKY01000140	1531810
SWKY01000141	1528376
SWKY01000142	1523988
SWKY01000143	1523746
SWKY01000144	1506639
SWKY01000145	1497464
SWKY01000146	1487741
SWKY01000147	1486348
SWKY01000148	1458603
SWKY01000149	1456266
SWKY01000150	1443841
SWKY01000151	1438208
SWKY01000152	1426157
SWKY01000153	1417356
SWKY01000154	1400889
SWKY01000155	1402036
SWKY01000156	1386153
SWKY01000157	1372347
SWKY01000158	1369624
SWKY01000159	1368549
SWKY01000160	1363049
SWKY01000161	1349864
SWKY01000162	1342764
SWKY01000163	1323571
SWKY01000164	1322955
SWKY01000165	1322366
SWKY01000166	1315341
SWKY01000167	1312762
SWKY01000168	1312793
SWKY01000169	1299942
SWKY01000170	1287786
SWKY01000171	1285482
SWKY01000172	1267744
SWKY01000173	1253892
SWKY01000174	1253380
SWKY01000175	1248203
SWKY01000176	1244665
SWKY01000177	1240034
SWKY01000178	1236847
SWKY01000179	1231205
SWKY01000180	1224481
SWKY01000181	1216534
SWKY01000182	1210207
SWKY01000183	1213071
SWKY01000184	1209002
SWKY01000185	1202831
SWKY01000186	1191390
SWKY01000187	1191711
SWKY01000188	1187167
SWKY01000189	1187607
SWKY01000190	1183375
SWKY01000191	1182500
SWKY01000192	1179815
SWKY01000193	1176045
SWKY01000194	1170766
SWKY01000195	1167916
SWKY01000196	1163120
SWKY01000197	1159052
SWKY01000198	1159797
SWKY01000199	1153153
SWKY01000200	1152550
SWKY01000201	1146723
SWKY01000202	1139484
SWKY01000203	1138519
SWKY01000204	1137997
SWKY01000205	1127074
SWKY01000206	1126790
SWKY01000207	1123104
SWKY01000208	1116822
SWKY01000209	1115678
SWKY01000210	1111874
SWKY01000211	1092593
SWKY01000212	1089296
SWKY01000213	1088657
SWKY01000214	1085561
SWKY01000215	1084947
SWKY01000216	1083069
SWKY01000217	1082989
SWKY01000218	1078175
SWKY01000219	1077110
SWKY01000220	1077931
SWKY01000221	1073990
SWKY01000222	1070709
SWKY01000223	1067466
SWKY01000224	1065716
SWKY01000225	1061226
SWKY01000226	1057089
SWKY01000227	1051770
SWKY01000228	1051901
SWKY01000229	1021715
SWKY01000230	1019573
SWKY01000231	1005983
SWKY01000232	1003331
SWKY01000233	1000206
SWKY01000234	998858
SWKY01000235	994282
SWKY01000236	990971
SWKY01000237	982827
SWKY01000238	983084
SWKY01000239	979548
SWKY01000240	977246
SWKY01000241	975399
SWKY01000242	974051
SWKY01000243	971853
SWKY01000244	966897
SWKY01000245	964598
SWKY01000246	954364
SWKY01000247	955434
SWKY01000248	945490
SWKY01000249	939172
SWKY01000250	938709
SWKY01000251	936231
SWKY01000252	934800
SWKY01000253	929226
SWKY01000254	928141
SWKY01000255	927536
SWKY01000256	927750
SWKY01000257	925108
SWKY01000258	922730
SWKY01000259	917166
SWKY01000260	915748
SWKY01000261	916555
SWKY01000262	914382
SWKY01000263	902532
SWKY01000264	900927
SWKY01000265	900788
SWKY01000266	886339
SWKY01000267	882250
SWKY01000268	882460
SWKY01000269	881648
SWKY01000270	875707
SWKY01000271	869027
SWKY01000272	860346
SWKY01000273	854018
SWKY01000274	854664
SWKY01000275	844236
SWKY01000276	840721
SWKY01000277	836291
SWKY01000278	831581
SWKY01000279	827275
SWKY01000280	825247
SWKY01000281	817787
SWKY01000282	819455
SWKY01000283	816227
SWKY01000284	815711
SWKY01000285	817204
SWKY01000286	816509
SWKY01000287	814123
SWKY01000288	809568
SWKY01000289	807397
SWKY01000290	807198
SWKY01000291	804226
SWKY01000292	803733
SWKY01000293	800098
SWKY01000294	795393
SWKY01000295	793350
SWKY01000296	793494
SWKY01000297	789081
SWKY01000298	782074
SWKY01000299	776494
SWKY01000300	768906
SWKY01000301	767014
SWKY01000302	767081
SWKY01000303	764672
SWKY01000304	761510
SWKY01000305	751096
SWKY01000306	747078
SWKY01000307	744005
SWKY01000308	742252
SWKY01000309	737140
SWKY01000310	738335
SWKY01000311	732736
SWKY01000312	734117
SWKY01000313	728496
SWKY01000314	728433
SWKY01000315	730058
SWKY01000316	726377
SWKY01000317	725600
SWKY01000318	723266
SWKY01000319	721359
SWKY01000320	718875
SWKY01000321	714418
SWKY01000322	714730
SWKY01000323	714376
SWKY01000324	708205
SWKY01000325	708449
SWKY01000326	700854
SWKY01000327	698142
SWKY01000328	698639
SWKY01000329	695534
SWKY01000330	692992
SWKY01000331	691859
SWKY01000332	690572
SWKY01000333	689659
SWKY01000334	686756
SWKY01000335	686900
SWKY01000336	686048
SWKY01000337	682876
SWKY01000338	675827
SWKY01000339	673678
SWKY01000340	673415
SWKY01000341	671244
SWKY01000342	664734
SWKY01000343	659327
SWKY01000344	659533
SWKY01000345	655461
SWKY01000346	656843
SWKY01000347	653706
SWKY01000348	652194
SWKY01000349	652402
SWKY01000350	650231
SWKY01000351	647100
SWKY01000352	648165
SWKY01000353	644660
SWKY01000354	645172
SWKY01000355	643924
SWKY01000356	641180
SWKY01000357	640381
SWKY01000358	639114
SWKY01000359	633408
SWKY01000360	630139
SWKY01000361	629012
SWKY01000362	623867
SWKY01000363	620140
SWKY01000364	618807
SWKY01000365	615504
SWKY01000366	613148
SWKY01000367	613357
SWKY01000368	613451
SWKY01000369	610190
SWKY01000370	609970
SWKY01000371	608260
SWKY01000372	607923
SWKY01000373	603938
SWKY01000374	602845
SWKY01000375	602598
SWKY01000376	601270
SWKY01000377	597877
SWKY01000378	594586
SWKY01000379	595556
SWKY01000380	593871
SWKY01000381	593441
SWKY01000382	591089
SWKY01000383	589640
SWKY01000384	588338
SWKY01000385	586802
SWKY01000386	587110
SWKY01000387	587003
SWKY01000388	583160
SWKY01000389	581105
SWKY01000390	579270
SWKY01000391	575427
SWKY01000392	573906
SWKY01000393	563188
SWKY01000394	562686
SWKY01000395	556675
SWKY01000396	556856
SWKY01000397	557701
SWKY01000398	555080
SWKY01000399	554494
SWKY01000400	551916
SWKY01000401	548649
SWKY01000402	546471
SWKY01000403	545012
SWKY01000404	543771
SWKY01000405	541817
SWKY01000406	541707
SWKY01000407	539777
SWKY01000408	538396
SWKY01000409	534266
SWKY01000410	533653
SWKY01000411	530006
SWKY01000412	528892
SWKY01000413	528677
SWKY01000414	526005
SWKY01000415	524516
SWKY01000416	521866
SWKY01000417	519311
SWKY01000418	518828
SWKY01000419	517063
SWKY01000420	516467
SWKY01000421	516263
SWKY01000422	514716
SWKY01000423	511073
SWKY01000424	510307
SWKY01000425	507909
SWKY01000426	507638
SWKY01000427	507746
SWKY01000428	508242
SWKY01000429	505825
SWKY01000430	505604
SWKY01000431	506860
SWKY01000432	503968
SWKY01000433	502213
SWKY01000434	501374
SWKY01000435	501967
SWKY01000436	500957
SWKY01000437	499327
SWKY01000438	498540
SWKY01000439	497276
SWKY01000440	493831
SWKY01000441	493138
SWKY01000442	493269
SWKY01000443	490477
SWKY01000444	490856
SWKY01000445	491774
SWKY01000446	489490
SWKY01000447	488027
SWKY01000448	484883
SWKY01000449	483858
SWKY01000450	482814
SWKY01000451	482339
SWKY01000452	480377
SWKY01000453	477405
SWKY01000454	477162
SWKY01000455	477697
SWKY01000456	475480
SWKY01000457	474964
SWKY01000458	472587
SWKY01000459	473478
SWKY01000460	472423
SWKY01000461	471503
SWKY01000462	469612
SWKY01000463	470354
SWKY01000464	463597
SWKY01000465	461716
SWKY01000466	456761
SWKY01000467	456224
SWKY01000468	453942
SWKY01000469	452745
SWKY01000470	452609
SWKY01000471	452293
SWKY01000472	452258
SWKY01000473	452937
SWKY01000474	451375
SWKY01000475	450754
SWKY01000476	449683
SWKY01000477	449330
SWKY01000478	448915
SWKY01000479	447785
SWKY01000480	447090
SWKY01000481	447505
SWKY01000482	446281
SWKY01000483	446015
SWKY01000484	443491
SWKY01000485	442123
SWKY01000486	439064
SWKY01000487	437192
SWKY01000488	435619
SWKY01000489	432805
SWKY01000490	433573
SWKY01000491	431758
SWKY01000492	429071
SWKY01000493	427595
SWKY01000494	427620
SWKY01000495	421856
SWKY01000496	420926
SWKY01000497	419345
